Vg,Id,phi_surface,Polarization,E_fe,direction,converged
1.2000000000000037,1e-12,0.0,37.955451796485534,24022174.314752147,reverse,False
1.1000000000000032,1e-12,0.0,37.94977022916605,22020326.455189463,reverse,False
1.0000000000000036,1e-12,0.0,37.9433645891511,20018478.5956268,reverse,False
0.9000000000000035,1e-12,0.0,37.93614274543592,18016630.736064125,reverse,False
0.8000000000000034,1e-12,0.0,37.92800088402158,16014782.87650145,reverse,False
0.7000000000000033,1e-12,0.0,37.9188220371952,14012935.016938776,reverse,False
0.6000000000000032,1e-12,0.0,37.90847443059565,12011087.1573761,reverse,False
0.5000000000000031,1e-12,0.0,37.896809626286974,10009239.297813427,reverse,False
0.400000000000003,1e-12,0.0,37.883660437678444,8007391.438250752,reverse,False
0.30000000000000293,1e-12,0.0,37.86883858954811,6005543.578688078,reverse,False
0.20000000000000284,1e-12,0.0,37.8521320936482,4003695.7191254026,reverse,False
0.10000000000000275,1e-12,0.0,37.833302307405205,2001847.859562728,reverse,False
2.6645352591003757e-15,1e-12,0.0,37.81208064009576,5.333994205159359e-08,reverse,False
-0.09999999999999742,1e-12,0.0,37.788164867613375,-2001847.8595626212,reverse,False
-0.1999999999999975,1e-12,0.0,37.761215013594054,-4003695.719125296,reverse,False
-0.2999999999999976,1e-12,0.0,37.73084875131436,-6005543.5786879705,reverse,False
-0.3999999999999977,1e-12,0.0,37.69663627751959,-8007391.438250646,reverse,False
-0.4999999999999978,1e-12,0.0,37.65809460632753,-10009239.297813319,reverse,False
-0.5999999999999979,1e-12,0.0,37.61468122877775,-12011087.157375995,reverse,False
-0.699999999999998,1e-12,0.0,37.56578708171603,-14012935.01693867,reverse,False
-0.799999999999998,1e-12,0.0,37.51072876885163,-16014782.876501342,reverse,False
-0.8999999999999981,1e-12,0.0,37.448739977434705,-18016630.73606402,reverse,False
-0.9999999999999982,1e-12,0.0,37.378962036621886,-20018478.59562669,reverse,False
-1.0999999999999983,1e-12,0.0,37.30043356892291,-22020326.45518937,reverse,False
-1.1999999999999984,1e-12,0.0,37.21207919501664,-24022174.31475204,reverse,False
-1.2999999999999985,1e-12,0.0,37.11269726575687,-26024022.174314715,reverse,False
-1.3999999999999986,1e-12,0.0,37.000946614659306,-28025870.03387739,reverse,False
-1.4999999999999987,1e-12,0.0,36.87533235113577,-30027717.893440064,reverse,False
-1.5999999999999988,1e-12,0.0,36.73419075107599,-32029565.75300274,reverse,False
-1.6999999999999988,1e-12,0.0,36.57567334923108,-34031413.61256541,reverse,False
-1.799999999999999,1e-12,0.0,36.397730399686175,-36033261.47212809,reverse,False
-1.899999999999999,1e-12,0.0,36.198093949248054,-38035109.331690766,reverse,False
-1.9999999999999991,1e-12,0.0,35.97426086672231,-40036957.19125344,reverse,False
-2.099999999999999,1e-12,0.0,35.72347629175154,-42038805.05081611,reverse,False
-2.1999999999999993,1e-12,0.0,35.44271811284844,-44040652.910378784,reverse,False
-2.2999999999999994,1e-12,0.0,35.12868325761042,-46042500.769941464,reverse,False
-2.3999999999999995,1e-12,0.0,34.777776779833445,-48044348.62950414,reverse,False
-2.4999999999999996,1e-12,0.0,34.38610495745847,-50046196.48906681,reverse,False
-2.5999999999999996,1e-12,0.0,33.94947386822766,-52048044.34862949,reverse,False
-2.6999999999999997,1e-12,0.0,33.46339517874682,-54049892.20819216,reverse,False
-2.8,1e-12,0.0,32.92310115392834,-56051740.067754835,reverse,False
-2.9,1e-12,0.0,32.32357114691973,-58053587.927317515,reverse,False
-3.0,1e-12,0.0,31.659572035181743,-60055435.78688019,reverse,False
